370,0.0089
371,0.00827
372,0.01208
373,0.00882
374,0.00721
375,0.01207
376,0.00878
377,0.00539
378,0.00836
379,0.00922
380,0.00815
381,0.00591
382,0.00892
383,0.00879
384,0.01031
385,0.00573
386,0.00996
387,0.01158
388,0.00946
389,0.00818
390,0.00612
391,0.01532
392,0.01007
393,0.00999
394,0.00854
395,0.01181
396,0.01179
397,0.00993
398,0.01315
399,0.01021
400,0.01118
401,0.01277
402,0.01458
403,0.01475
404,0.01885
405,0.01874
406,0.02285
407,0.02502
408,0.02885
409,0.03205
410,0.03478
411,0.04057
412,0.04705
413,0.05736
414,0.06423
415,0.07369
416,0.08656
417,0.09657
418,0.10909
419,0.12305
420,0.14399
421,0.15934
422,0.18288
423,0.20906
424,0.23679
425,0.2594
426,0.29122
427,0.32019
428,0.35884
429,0.39896
430,0.42848
431,0.47082
432,0.51081
433,0.55528
434,0.58177
435,0.64146
436,0.6643
437,0.73194
438,0.72787
439,0.78602
440,0.78823
441,0.82154
442,0.86826
443,0.84015
444,0.85902
445,0.87801
446,0.93805
447,0.92011
448,0.94045
449,0.90068
450,0.94575
451,0.93296
452,0.9857
453,0.98662
454,0.93327
455,0.93483
456,1
457,0.96158
458,0.94584
459,0.976
460,0.9464
461,0.95821
462,0.95488
463,0.93047
464,0.95142
465,0.99784
466,0.95122
467,0.9433
468,0.92372
469,0.94654
470,0.94357
471,0.93072
472,0.94145
473,0.87147
474,0.89046
475,0.87452
476,0.8118
477,0.8416
478,0.7807
479,0.76514
480,0.73086
481,0.6801
482,0.65163
483,0.61256
484,0.56871
485,0.53365
486,0.49165
487,0.45397
488,0.41814
489,0.37468
490,0.34393
491,0.31651
492,0.28505
493,0.25717
494,0.23371
495,0.20429
496,0.18572
497,0.1665
498,0.14938
499,0.13272
500,0.11719
501,0.10803
502,0.09499
503,0.08552
504,0.0762
505,0.06563
506,0.05684
507,0.05302
508,0.04699
509,0.04069
510,0.03594
511,0.03481
512,0.03032
513,0.02836
514,0.02563
515,0.02258
516,0.02161
517,0.01976
518,0.01688
519,0.01535
520,0.0149
521,0.0122
522,0.01237
523,0.01148
524,0.01189
525,0.00998
526,0.0106
527,0.00822
528,0.01113
529,0.0098
530,0.00954
531,0.01039
532,0.00831
533,0.00823
534,0.0094
535,0.00783
536,0.00817
537,0.00765
538,0.00821
539,0.0068
540,0.00607
541,0.00682
542,0.00536
543,0.00808
544,0.00781
545,0.00895
546,0.00842
547,0.00567
548,0.00506
549,0.0064
550,0.00649
551,0.00556
552,0.00614
553,0.00559
554,0.0065
555,0.00678
556,0.00367
557,0.00614
558,0.00607
559,0.00668
560,0.00558
561,0.00569
562,0.00638
563,0.0087
564,0.00523
565,0.00664
566,0.00658
567,0.00415
568,0.00465
569,0.0048
570,0.00682
571,0.00431
572,0.00444
573,0.00492
574,0.00494
575,0.00163
576,0.00526
577,0.0054
578,0.0036
