370.094,0.01074
370.472,0.01188
370.85,0.00856
371.229,0.00887
371.607,0.0097
371.986,0.00825
372.364,0.01727
372.742,0.01126
373.12,0.01064
373.499,0.01002
373.877,0.01022
374.255,0.01261
374.633,0.01219
375.011,0.01966
375.389,0.00971
375.767,0.01157
376.145,0.01033
376.523,0.01541
376.901,0.01209
377.279,0.01479
377.656,0.01116
378.034,0.01541
378.412,0.01655
378.79,0.01593
379.167,0.0152
379.545,0.01634
379.923,0.01976
380.3,0.01365
380.678,0.01645
381.055,0.01759
381.433,0.0181
381.81,0.01468
382.188,0.0207
382.565,0.01386
382.942,0.01987
383.32,0.02039
383.697,0.01572
384.074,0.0152
384.451,0.01914
384.829,0.01707
385.206,0.02194
385.583,0.01852
385.96,0.02142
386.337,0.0236
386.714,0.0237
387.091,0.02474
387.468,0.02319
387.845,0.0235
388.222,0.02785
388.599,0.0235
388.975,0.02982
389.352,0.02982
389.729,0.03065
390.106,0.03355
390.482,0.03324
390.859,0.03138
391.236,0.03397
391.612,0.03584
391.989,0.03666
392.365,0.03065
392.742,0.03283
393.118,0.03501
393.494,0.0321
393.871,0.03553
394.247,0.03563
394.623,0.03615
395,0.04185
395.376,0.0405
395.752,0.04185
396.128,0.04257
396.504,0.04164
396.88,0.04496
397.257,0.046
397.633,0.0518
398.009,0.05336
398.384,0.04828
398.76,0.05077
399.136,0.05097
399.512,0.05522
399.888,0.04973
400.264,0.05149
400.639,0.05709
401.015,0.05491
401.391,0.05605
401.767,0.05678
402.142,0.05885
402.518,0.06103
402.893,0.06393
403.269,0.05885
403.644,0.06196
404.02,0.06829
404.395,0.0714
404.77,0.0688
405.146,0.07077
405.521,0.0688
405.896,0.07274
406.272,0.07606
406.647,0.07876
407.022,0.08508
407.397,0.07762
407.772,0.07575
408.147,0.08176
408.522,0.08467
408.897,0.08746
409.272,0.08964
409.647,0.09109
410.022,0.09897
410.397,0.09203
410.772,0.09431
411.146,0.09503
411.521,0.09939
411.896,0.1027
412.27,0.09959
412.645,0.10415
413.02,0.10965
413.394,0.10892
413.769,0.11203
414.143,0.11131
414.518,0.11691
414.892,0.11939
415.267,0.12095
415.641,0.12022
416.015,0.12385
416.39,0.12738
416.764,0.12779
417.138,0.13422
417.512,0.1395
417.886,0.14137
418.26,0.14096
418.634,0.14448
419.009,0.14127
419.383,0.1506
419.756,0.1508
420.13,0.15454
420.504,0.15246
420.878,0.15578
421.252,0.16013
421.626,0.15744
422,0.16521
422.373,0.16096
422.747,0.16521
423.121,0.16863
423.494,0.16387
423.868,0.17009
424.241,0.16822
424.615,0.17765
424.988,0.17682
425.362,0.1732
425.735,0.18221
426.109,0.18211
426.482,0.18149
426.855,0.1817
427.228,0.18553
427.602,0.18636
427.975,0.18709
428.348,0.18823
428.721,0.18781
429.094,0.19745
429.467,0.20015
429.84,0.20087
430.213,0.19828
430.586,0.20119
430.959,0.19839
431.332,0.20927
431.705,0.20274
432.078,0.21446
432.45,0.20336
432.823,0.21715
433.196,0.21093
433.568,0.21746
433.941,0.22109
434.314,0.22607
434.686,0.22855
435.059,0.23052
435.431,0.23477
435.803,0.23218
436.176,0.23654
436.548,0.24234
436.921,0.24307
437.293,0.23975
437.665,0.24949
438.037,0.25395
438.41,0.25219
438.782,0.25561
439.154,0.26701
439.526,0.27199
439.898,0.26463
440.27,0.2665
440.642,0.27717
441.014,0.27448
441.386,0.27624
441.758,0.27468
442.129,0.27272
442.501,0.27645
442.873,0.27894
443.245,0.28163
443.616,0.2835
443.988,0.29407
444.36,0.2835
444.731,0.28899
445.103,0.28661
445.474,0.28847
445.846,0.30091
446.217,0.29894
446.588,0.29563
446.96,0.29407
447.331,0.30008
447.702,0.30153
448.074,0.31118
448.445,0.31584
448.816,0.32672
449.187,0.32372
449.558,0.32859
449.929,0.33761
450.3,0.35927
450.671,0.37171
451.042,0.36757
451.413,0.36466
451.784,0.35368
452.155,0.35782
452.526,0.3542
452.896,0.35305
453.267,0.36259
453.638,0.35295
454.009,0.35119
454.379,0.3372
454.75,0.34632
455.12,0.34818
455.491,0.35565
455.861,0.35523
456.232,0.35865
456.602,0.37078
456.972,0.37337
457.343,0.37907
457.713,0.38322
458.083,0.38478
458.454,0.38954
458.824,0.38426
459.194,0.39867
459.564,0.4137
459.934,0.39929
460.304,0.41007
460.674,0.41442
461.044,0.42127
461.414,0.43142
461.784,0.43733
462.154,0.44189
462.523,0.45952
462.893,0.46978
463.263,0.46874
463.633,0.48408
464.002,0.48875
464.372,0.48854
464.742,0.48864
465.111,0.49911
465.481,0.49994
465.85,0.52005
466.219,0.53498
466.589,0.53913
466.958,0.561
467.328,0.58328
467.697,0.60702
468.066,0.63117
468.435,0.646
468.804,0.64797
469.174,0.64963
469.543,0.65522
469.912,0.6376
470.281,0.63294
470.65,0.61729
471.019,0.6234
471.388,0.62983
471.757,0.64372
472.125,0.63947
472.494,0.65688
472.863,0.66176
473.232,0.66922
473.6,0.68518
473.969,0.7082
474.338,0.71286
474.706,0.71462
475.075,0.68549
475.443,0.66881
475.812,0.65481
476.18,0.6517
476.549,0.64631
476.917,0.65813
477.285,0.66394
477.653,0.67109
478.022,0.67948
478.39,0.68415
478.758,0.70975
479.126,0.71908
479.494,0.72592
479.862,0.74427
480.23,0.76231
480.598,0.77381
480.966,0.80698
481.334,0.82212
481.702,0.83995
482.07,0.85881
